 258.1727  2.988110   22.48 0.18 0.15 3498.1 uvm2
 312.9983  3.622665 > 20.48            100.7 uvm2
 341.8239  3.956295   23.24 0.92 0.49  794.8 uvm2
 387.9034  4.489623 > 22.16            814.5 uvm2
 437.1636  5.059764   22.48 0.31 0.24 1129.4 uvm2
 474.4777  5.491641 > 21.59            440.5 uvm2
   0.6431  0.007444   18.61 0.26 0.21   19.4 uvw1
   0.8155  0.009439   18.56 0.26 0.21   19.5 uvw1
   1.1817  0.013678   19.02 0.22 0.19   38.9 uvw1
   1.5309  0.017718   19.32 0.26 0.21   38.9 uvw1
   1.8792  0.021750   19.09 0.23 0.19   38.9 uvw1
   5.9580  0.068958   19.63 0.14 0.12  196.6 uvw1
   7.3951  0.085592   18.81 0.09 0.08  196.6 uvw1
  24.8339  0.287430   19.66 0.08 0.07  642.3 uvw1
  35.6599  0.412730   20.33 0.09 0.09  885.6 uvw1
  60.5834  0.701197   21.05 0.13 0.12 1259.8 uvw1
  87.0549  1.007580   20.81 0.09 0.08 1771.2 uvw1
 138.7108  1.605449   20.79 0.11 0.10 1042.8 uvw1
 187.3159  2.168008 > 21.18            314.5 uvw1
 199.2553  2.306196   21.62 0.42 0.30  314.5 uvw1
 211.6930  2.450151   21.84 0.42 0.30  314.5 uvw1
 223.7850  2.590104   21.74 0.34 0.26  471.7 uvw1
 233.5397  2.703006   21.98 0.48 0.33  471.7 uvw1
 241.6857  2.797288   22.16 0.80 0.46  271.2 uvw1
 250.8648  2.903527   21.83 0.61 0.39  314.5 uvw1
 262.3900  3.036921   21.81 0.61 0.39  314.5 uvw1
 312.3202  3.614818   22.22 0.46 0.32  629.0 uvw1
 328.1525  3.798061   22.47 0.54 0.36  546.1 uvw1
 353.2548  4.088597 > 22.44           1100.7 uvw1
 423.4824  4.901417   23.00 0.67 0.41  748.9 uvw1
 452.1975  5.233767   22.86 0.58 0.37  675.6 uvw1
   0.6675  0.007726   18.13 0.17 0.15   19.5 U
   0.8400  0.009723   18.98 0.28 0.22   19.4 U
   1.2065  0.013965   18.63 0.16 0.14   38.9 U
   1.5560  0.018009   18.63 0.16 0.14   38.9 U
   1.9036  0.022032   18.65 0.16 0.14   38.9 U
   6.1636  0.071338   19.21 0.10 0.09  196.6 U
   7.6001  0.087964   18.13 0.06 0.06  196.6 U
  29.1265  0.337112   19.66 0.08 0.07  590.1 U
  32.9249  0.381075   19.82 0.08 0.07  590.1 U
  45.0843  0.521809   20.32 0.11 0.10  580.9 U
  61.8953  0.716381   20.82 0.16 0.14  576.9 U
  76.3139  0.883262   20.56 0.13 0.12  574.3 U
  87.8171  1.016401   20.28 0.10 0.09  612.1 U
  96.4025  1.115769   20.24 0.08 0.08  885.1 U
 139.3566  1.612924   20.23 0.11 0.10  546.0 U
 187.4401  2.169445   21.14 0.77 0.45  157.0 U
 199.3795  2.307633   21.24 0.58 0.38  157.0 U
 211.8172  2.451588   21.72 0.77 0.45  157.0 U
 223.9091  2.591540   21.25 0.42 0.30  235.5 U
 233.6637  2.704441   21.75 0.90 0.49  235.6 U
 245.1895  2.837841   20.82 0.55 0.36  156.9 U
 256.7393  2.971520   21.74 2.17 0.68  157.0 U
 286.4793  3.315733 > 20.66             84.7 U
 315.6230  3.653044   21.84 0.70 0.42  314.1 U
 332.6649  3.850289   21.98 0.52 0.35  382.4 U
 357.8214  4.141451   21.78 0.51 0.34  844.0 U
 428.4023  4.958360   22.05 0.44 0.31  578.3 U
 465.3887  5.386443   21.45 0.42 0.30  342.0 U
   0.6923  0.008013   17.75 0.18 0.16   19.5 B
   1.2313  0.014252   18.12 0.16 0.14   38.9 B
   1.5816  0.018305   18.25 0.17 0.15   38.9 B
   1.9288  0.022324   18.21 0.17 0.15   38.9 B
   6.3687  0.073712   18.83 0.11 0.10  196.6 B
  12.4288  0.143852   18.17 0.06 0.06  422.9 B
  17.4587  0.202068   18.46 0.06 0.05  590.1 B
  30.1901  0.349422   19.30 0.07 0.07  885.1 B
  46.7137  0.540668   19.98 0.21 0.18  322.0 B
  55.5361  0.642779   20.00 0.18 0.15  590.1 B
  78.6596  0.910412   20.04 0.13 0.12  885.2 B
 113.1247  1.309314   20.21 0.20 0.17  508.1 B
 181.8280  2.104491 > 19.75            157.0 B
 193.2988  2.237254   20.89 1.53 0.61  157.0 B
 205.7917  2.381848 > 19.90            118.7 B
 217.9545  2.522621 > 20.09            150.1 B
 227.9728  2.638574   20.87 0.93 0.49  191.1 B
 237.6921  2.751066 > 19.86            235.5 B
 251.0736  2.905944   20.76 1.29 0.57  157.0 B
 283.6520  3.283009   20.31 0.51 0.34  157.0 B
 315.7073  3.654019   21.68 2.33 0.69  254.2 B
 332.8640  3.852593   21.85 1.40 0.59  382.4 B
 358.2559  4.146480   21.72 0.76 0.44  844.0 B
 428.7012  4.961819   21.57 0.62 0.39  578.3 B
 465.5675  5.388512 > 20.46            342.1 B
   0.4140  0.004791 > 17.60              9.5 V
   0.5940  0.006875   17.20 0.25 0.20   19.5 V
   0.7664  0.008871   17.47 0.29 0.23   19.4 V
   1.1323  0.013106   17.77 0.24 0.20   38.9 V
   1.4811  0.017142   17.86 0.26 0.21   38.9 V
   1.8297  0.021177   17.73 0.23 0.19   38.9 V
   5.5478  0.064211   18.04 0.15 0.13  196.6 V
   6.9842  0.080836   17.70 0.10 0.09  196.6 V
  13.0037  0.150505   18.06 0.10 0.09  295.0 V
  13.3072  0.154018   18.08 0.10 0.09  295.0 V
  18.2242  0.210928   18.61 0.14 0.13  442.8 V
  23.2940  0.269607   18.69 0.11 0.10  590.1 V
  51.0158  0.590461   19.83 0.28 0.22  523.4 V
  67.8238  0.784998   19.87 0.39 0.29  326.4 V
  81.6539  0.945068   20.12 0.28 0.22  885.1 V
  98.9052  1.144736   19.45 0.15 0.13  885.2 V
 119.7450  1.385938   19.84 0.23 0.19  796.3 V
 182.2380  2.109236 > 19.20            156.2 V
 193.7085  2.241996 > 19.14            157.1 V
 234.1580  2.710162   20.32 1.44 0.60  132.5 V
 245.6837  2.843561 > 19.14            157.0 V
 257.2340  2.977245   20.61 2.17 0.68  157.0 V
 312.9387  3.621976 > 19.20            157.0 V
 348.0090  4.027882 > 20.20            713.5 V
 394.1291  4.561679   20.97 0.84 0.47  565.2 V
 442.6982  5.123822   20.88 0.82 0.46  551.4 V
   0.4323  0.005003   18.79 0.16 0.14   10.0 white
   0.4423  0.005119   18.80 0.16 0.14   10.0 white
   0.4523  0.005235   18.85 0.16 0.14   10.0 white
   0.4623  0.005350   18.93 0.17 0.15   10.0 white
   0.4723  0.005466   19.06 0.18 0.16   10.0 white
   0.4823  0.005582   19.24 0.21 0.17   10.0 white
   0.4923  0.005698   19.08 0.18 0.16   10.0 white
   0.5023  0.005813   18.85 0.16 0.14   10.0 white
   0.5123  0.005929   18.81 0.16 0.14   10.0 white
   0.5223  0.006045   19.11 0.19 0.16   10.0 white
   0.5323  0.006161   18.79 0.16 0.14   10.0 white
   0.5423  0.006276   18.70 0.15 0.13   10.0 white
   0.5523  0.006392   18.50 0.14 0.12   10.0 white
   0.5623  0.006508   18.70 0.15 0.13   10.0 white
   0.5723  0.006624   18.67 0.15 0.13    9.8 white
   0.7166  0.008294   18.12 0.09 0.08   19.5 white
   0.9277  0.010737   18.57 0.05 0.05  147.4 white
   1.2558  0.014535   18.66 0.08 0.07   38.9 white
   1.6059  0.018587   18.69 0.08 0.07   38.9 white
   1.9532  0.022607   18.56 0.07 0.07   38.9 white
   6.5737  0.076084   18.97 0.05 0.05  196.6 white
  11.1840  0.129445   18.60 0.05 0.04  295.0 white
  11.4876  0.132958   18.69 0.04 0.04  295.0 white
  11.7913  0.136473   18.72 0.04 0.04  295.0 white
  18.0674  0.209113   18.86 0.03 0.03  590.1 white
  24.6549  0.285358   19.42 0.04 0.04  575.8 white
  56.0929  0.649223   20.49 0.07 0.07  427.1 white
  93.9212  1.087051   20.42 0.07 0.07  393.4 white
 136.1345  1.575631   20.29 0.05 0.05  666.6 white
 152.8072  1.768602   20.58 0.06 0.06  941.7 white
 158.5632  1.835222   20.67 0.06 0.06 1226.5 white
 164.3322  1.901993   20.66 0.07 0.07  780.1 white
 170.1173  1.968950   20.89 0.09 0.08  735.5 white
 219.2282  2.537364   21.08 0.11 0.10  700.8 white
 269.2423  3.116231   21.32 0.17 0.15  334.4 white
 275.9110  3.193414   21.67 0.31 0.24  141.4 white
 310.6214  3.595155   22.05 0.28 0.22  312.0 white
 358.6900  4.151504   22.34 0.21 0.18  844.0 white
 428.9996  4.965273   22.42 0.28 0.22  578.3 white
 465.7457  5.390575   22.08 0.32 0.25  342.1 white
 508.0972  5.880754   22.44 0.12 0.11 3561.9 white
 519.7252  6.015338   22.38 0.12 0.10 3422.5 white
 560.4170  6.486308   22.43 0.11 0.10 3418.5 white
 603.9736  6.990435   22.76 0.22 0.19 1627.4 white
 619.1009  7.165520   22.86 0.14 0.12 4709.0 white
 642.7491  7.439226   22.74 0.15 0.13 3218.4 white
 668.0231  7.731749   22.91 0.21 0.17 2451.2 white
 690.6005  7.993062   22.54 0.18 0.16 1626.3 white
 713.7695  8.261221   22.79 0.13 0.11 4846.1 white
 739.7536  8.561963   22.48 0.18 0.16 1485.5 white
 765.6518  8.861711   23.09 0.21 0.18 3288.0 white
 782.9717  9.062172   23.10 0.17 0.15 4948.5 white
 817.6420  9.463449   23.03 0.30 0.23 1654.1 white
 852.2990  9.864572   23.31 0.26 0.21 3291.6 white
 870.3247 10.073203   23.42 0.24 0.20 4641.8 white
 904.9478 10.473932   23.72 0.57 0.37 1966.5 white
 939.6598 10.875693   23.87 0.41 0.29 4380.6 white
 982.1179 11.367105   23.37 0.27 0.22 3550.4 white
1028.4475 11.903328   23.91 0.69 0.42 2202.2 white
1068.6013 12.368071   24.07 0.64 0.40 3182.9 white
1103.3277 12.769997   24.39 0.77 0.45 4852.0 white
1149.9545 13.309659   24.82 1.70 0.63 4368.8 white
1199.1767 13.879360   24.44 0.84 0.47 6120.1 white
1245.3861 14.414191   23.63 0.86 0.47  893.9 white
1291.2045 14.944497   24.22 1.16 0.55 1925.4 white
1320.0897 15.278816   24.10 0.59 0.38 5253.9 white
1351.7119 15.644813 > 22.50            634.4 white
1400.4694 16.209137 > 22.22           1306.4 white
1458.1890 16.877187 > 20.95            206.3 white
1499.3459 17.353540   24.09 0.56 0.37 5169.2 white
1542.6334 17.854553   24.61 3.44 0.73 2189.9 white
1588.1806 18.381720   24.62 1.85 0.65 4533.7 white
1622.8880 18.783426 > 22.46           3294.5 white
1678.0583 19.421971   24.76 1.83 0.65 5025.1 white
1744.7027 20.193318   23.74 0.89 0.48 1421.7 white
1794.1713 20.765871 > 23.03           2798.5 white
1834.5986 21.233780   22.99 0.45 0.32  838.7 white
1874.6821 21.697709   24.15 0.65 0.40 4605.8 white
1938.2157 22.433052 > 22.92           3090.0 white
2001.7916 23.168885 > 22.88           1584.4 white
2068.2861 23.938497 > 22.91           3074.9 white
2137.6769 24.741631   24.65 1.97 0.66 3156.8 white
2183.9082 25.276715   23.62 0.66 0.41 1555.5 white
2235.9254 25.878766 > 22.97           6310.5 white
